Pokemon,DexNo,Form,NormalPortrait,ShinyPortrait,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Stage,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Bewear,760,Base,bewear,bewear,72,13,8,6,6,6,Normal,Fighting,Bind,Thrash,Superpower,Large,Heavy,Strength,,,,,,,Leer,Cute Charm,Fluffy,Unnerve,,,,Fighting,Stampeding,,,,,,Bind,Field,,7 Days,Forest,,,,,Omnivore,Uncommon,,,,Stufful,3,,,,,,,,,,,,,
Bounsweet,761,Base,bounsweet,bounsweet,24,3,4,3,4,3,Grass,,Splash,Rapid Spin,Leafage,Small,Featherweight,Alluring,,,,,,,Play Nice,Leaf Guard,,,,,,Grass,Kicks,,,,,,"Grass Whistle, Teeter Dance",Grass,,10 Days,Jungle,,,,,Phototroph,Uncommon,,,,,1,,,,,,,,,,,,,
Steenee,762,Base,steenee,steenee,30,4,5,4,5,6,Grass,,Double Slap,Razor Leaf,Teeter Dance,Small,Light,Alluring,,,,,,,Play Nice,Leaf Guard,Oblivious,,,,,Grass,Kicks,,,,,,"Grass Whistle, Teeter Dance",Grass,,10 Days,Jungle,,,,,Phototroph,Uncommon,,,,Bounsweet,2,,,,,,,,,,,,,
Tsareena,763,Base,tsareena,tsareena,42,12,10,5,10,7,Grass,,Trop Kick,Stomp,High Jump Kick,Medium,Medium,Alluring,,,,,,,Play Nice,Leaf Guard,Queenly Majesty,Sweet Veil,,,,Grass,Kicks,,,,,,"Grass Whistle, Teeter Dance, Power Whip, Trop Kick",Grass,,10 Days,Jungle,,,,,Phototroph,Uncommon,,,,Steenee,3,,,,,,,,,,,,,
Comfey,764,Base,comfey,comfey,30,5,9,8,11,10,Fairy,,Vine Whip,Floral Healing,Petal Dance,Tiny,Featherweight,Hover,,,,,,,Growth,Flower Veil,Triage,Natural Cure,,,,Fairy,Grass,Floral,Healer,,,,"Floral Healing, Flower Shield, Pollen Puff, Vine Whip, Wrap",Grass,Fairy,10 Days,Meadows,,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Oranguru,765,Base,oranguru,oranguru,54,6,8,9,11,6,Normal,Psychic,Confusion,Zen Headbutt,Psychic,Large,Heavy,Intelligence,Telekinetic,,,,,,Calm Mind,Nasty Plot,Inner Focus,Symbiosis,Telepathy,,,Psychic,Elemental Attacks E,Tricky,,,,,Instruct,Field,,10 Days,Mountains,Jungle,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Passimian,766,Base,passimian,passimian,60,12,9,4,6,8,Fighting,,Rock Smash,Thrash,Reversal,Medium,Heavy,Climber,,,,,,,Bulk Up,Focus Energy,Leer,Defiant,Receiver,,,Fighting,Bruiser,,,,,,,Field,,10 Days,Forest,Jungle,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Wimpod,767,Base,wimpod,wimpod,18,4,4,2,3,8,Bug,Water,Splash,Tackle,Struggle Bug,Small,Medium,Fountain,Swimmer,,,,,,Emergency Exit,,,,,,,Bug,Water,,,,,,,Bug,Water3,10 Days,Beach,Cave,,,,Herbivore / Pollutivore,Rare,,,,,1,,,,,,,,,,,,,
Golisopod,768,Base,golisopod,golisopod,48,13,14,6,9,4,Bug,Water,First Impression,Pin Missile,Liquidation,Large,Heavy,Fountain,Swimmer,,,,,,Iron Defense,Swords Dance,Emergency Exit,,,,,Bug,Water,Bruiser,Blades/Claws,Tricky,,,First Impression,Bug,Water3,10 Days,Beach,Cave,,,,Herbivore / Pollutivore,Rare,,,,Wimpod,3,,,,,,,,,,,,,
Sandygast,769,Base,sandygast,sandygast,36,6,8,7,5,2,Ghost,Ground,Absorb,Sand Tomb,Bulldoze,Medium,Heavy,Burrow,Groundshaper,Amorphous,,,,,Harden,Water Compaction,,,,,,Ghost,Ground,Rock,Parasitic,,,,Shore Up,Amorphous,,10 Days,Beach,,,,,Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Palossand,770,Base,palossand,palossand,54,8,11,10,8,4,Ghost,Ground,Shadow Ball,Earth Power,Shore Up,Large,Superweight,Burrow,Groundshaper,Amorphous,,,,,Iron Defense,Sand Veil,Water Compaction,,,,,Ghost,Ground,Rock,Parasitic,,,,Shore Up,Amorphous,,10 Days,Beach,,,,,Psiotroph,Uncommon,,,,Sandygast,3,,,,,,,,,,,,,
Pyukumuku,771,Base,pyukumuku,pyukumuku,36,6,13,3,13,1,Water,,Taunt,Recover,Toxic,Small,Featherweight,Fountain,Gilled,Reach,Swimmer,,,,Harden,Innards Out,,,,,,Poison (No attacks),Water (No attacks),Prickly (No attacks),,,,,"Purify, Recover",Water1,,7 Days,Beach,Ocean Floors,,,,Herbivore,Uncommon,,,,,3,,,,,,,,,,,,,
Type: Null,772,Base,type: null,type: null,60,10,10,10,10,6,Normal,,Pursuit,XScissor,Iron Head,Large,Heavy,Burrow,Climber,Gilled,Intelligence,Mind Lock,Strength,"Swimmer, Tracker",Metal Sound,Scary Face,Battle Armor,,,,,Melee Attacks,Moves that lower opponent’s stats temporarily,,,,,,,,,,Cave,Forest,Mountains,Urban Lab,,Omnivore,Manmade Legendary,,,,,3,90,,,,,,,,,,,,
Silvally,773,Base,silvally,silvally,60,10,10,10,10,10,Normal,,Air Slash,Tri Attack,,Large,Heavy,Burrow,Climber,Gilled,Intelligence,Mind Lock,Strength,"Swimmer, Tracker",Metal Sound,Scary Face,Battle Armor,,,,,Melee Attacks,Moves that lower opponent’s stats temporarily,,,,,,,,,,Cave,Forest,Mountains,Urban Lab,,Omnivore,Manmade Legendary,,,,,3,90,,,,MultiAttack,,,,RKS System,,,,
Minior,774,Base,minior,minior,36,6,10,6,10,6,Rock,Flying,Rollout,Confuse Ray,Power Gem,Small,Medium,Flight,,,,,,,Autotomize,Defense Curl,Shields Down,,,,,Psychic,Rock,,,,,,"Explosion, SelfDestruct, Shell Smash",Mineral,,13 Days,Mountains,,,,,"Pollutivore / Terravore,",Rare,,,,,3,,,,,,,,,,,,,
Minior,774,Base/Core,minior-blue,minior-blue,36,10,6,10,6,12,Rock,Flying,Rollout,Confuse Ray,Power Gem,Small,Medium,Flight,,,,,,,Autotomize,Defense Curl,Shields Down,,,,,Psychic,Rock,,,,,,,Mineral,,13 Days,Mountains,,,,,"Pollutivore / Terravore,",Rare,,,,,3,,,,,,,,,,,,,
Komala,775,Base,komala,komala,42,12,7,8,10,7,Normal,,Rollout,Yawn,Wood Hammer,Small,Medium,None,,,,,,,Defense Curl,Comatose,,,,,,Stampeding,,,,,,,Wood Hammer,Field,,10 Days,Forest,,,,,Herbivore,Uncommon,,,,,3,,,,,,,,,,,,,
Turtonator,776,Base,turtonator,turtonator,36,8,14,9,9,4,Fire,Dragon,Ember,Dragon Pulse,Shell Trap,Large,Superweight,Firestarter,Heater,Sinker,,,,,Iron Defense,Shell Armor,,,,,,Fire,Dragon,Draconian,,,,,"Shell Smash, Shell Trap",Monster,Dragon,10 Days,Cave,Mountains,Volcanoes,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Togedemaru,777,Base,togedemaru,togedemaru,42,10,6,4,7,10,Electric,Steel,Rollout,Zing Zap,Pin Missile,Small,Light,Zapper,,,,,,,Defense Curl,Iron Barbs,Lightning Rod,Sturdy,,,,Electric,Steel,Prickly,,,,,"Spiky Shield, Zing Zap",Field,Fairy,7 Days,Field,Forest,Urban,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Mimikyu,778,Base,mimikyu,mimikyu,36,9,8,5,11,10,Ghost,Fairy,Shadow Sneak,Shadow Claw,Play Rough,Small,Featherweight,None,,,,,,,Charm,Hone Claws,Disguise,,,,,Fairy,Ghost,Elemental Attacks E,Hexwork,,,,,Amorphous,,10 Days,Urban Abandoned,,,,,Omnivore / Psiotroph,Rare,,,,,3,,,,,,,,,,,,,
Bruxish,779,Base,bruxish,bruxish,42,11,7,7,7,9,Water,Psychic,Confusion,Aqua Jet,Psychic Fangs,Small,Medium,Flopper,Fountain,Gilled,Swimmer,Telekinetic,,,Screech,Dazzling,Strong Jaw,Wonder Skin,,,,Psychic,Water,Fangs,Piscian,,,,,,,7 Days,Ocean Reefs,,,,,Omnivore / Terravore,Uncommon,,,,,3,,,,,,,,,,,,,
Drampa,780,Base,drampa,drampa,48,6,9,14,9,4,Normal,Dragon,Dragon Breath,Extrasensory,Fly,Huge,Superweight,Flight,,,,,,,Berserk,Cloud Nine,Sap Sipper,,,,,Dragon,Psychic (Attacks),Elemental Attacks,Weather,,,,Glare,Monster,Dragon,10 Days,Mountains,,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Dhelmise,781,Base,dhelmise,dhelmise,42,13,10,9,9,4,Grass,Ghost,Mega Drain,Anchor Shot,Shadow Ball,Huge,Superweight,Gilled,Reach,Swimmer,,,,,Metal Sound,Steelworker,,,,,,Ghost,Grass,Steel,Water,,,,"Anchor Shot, Power Whip, Wrap",Mineral,,13 Days\,Ocean Abyss,Ocean,,,,Herbivore / Psiovore,Rare,,,,,3,,,,,,,,,,,,,
Jangmo-o,782,Base,jangmo-o,jangmo-o,30,6,7,5,5,5,Dragon,,Tackle,Bide,Dragon Tail,Small,Medium,None,,,,,,,Leer,Soundproof,,,,,,Dragon,Fighting,Bruiser,Draconian,Martial,,,,Dragon,,20 Days,Badlands,Cave,Mountains,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Hakamo-o,783,Base,hakamo-o,hakamo-o,36,8,9,7,7,7,Dragon,Fighting,Sky Uppercut,Headbutt,Dragon Claw,Medium,Medium,None,,,,,,,Scary Face,Screech,Work Up,Soundproof,,,,Dragon,Fighting,Bruiser,Draconian,Martial,,,,Dragon,,20 Days,Badlands,Cave,Mountains,,,Omnivore,Rare,,,,Jangmoo,2,,,,,,,,,,,,,
Kommo-o,784,Base,kommo-o,kommo-o,48,11,13,10,11,9,Dragon,Fighting,Clanging Scales,Outrage,Close Combat,Large,Heavy,None,,,,,,,Dragon Dance,Iron Defense,Screech,Overcoat,Soundproof,,,Dragon,Fighting,Bruiser,Draconian,Martial,,,"Clanging Scales, Clangorous Soul",Dragon,,20 Days,Badlands,Cave,Mountains,,,Omnivore,Rare,,,,Hakamoo,3,,,,,,,,,,,,,
Tapu Koko,785,Base,tapu koko,tapu koko,42,12,9,10,8,13,Electric,Fairy,Thunder Shock,Spark,Wild Charge,Medium,Medium,Flight,Strength,Zapper,,,,,Agility,Screech,Withdraw,Electric Surge,Telepathy,,,Electric,Fairy,Avian,Martial,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,3,84,Electric Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Tapu Lele,786,Base,tapu lele,tapu lele,42,9,8,13,12,10,Psychic,Fairy,Confusion,Draining Kiss,Moonblast,Medium,Medium,Flight,Strength,Telekinetic,,,,,Tickle,Withdraw,Psychic Surge,Telepathy,,,,Fairy,Psychic,Lepidopteran,Weird,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,3,84,Psychic Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Tapu Bulu,787,Base,tapu bulu,tapu bulu,42,13,12,9,10,8,Grass,Fairy,Zen Headbutt,Horn Leech,Megahorn,Large,Medium,Flight,Sprouter,Strength,,,,,Scary Face,Withdraw,Grassy Surge,Telepathy,,,,Fairy,Grass,Horned,Martial,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,3,84,Grassy Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Tapu Fini,788,Base,tapu fini,tapu fini,42,8,12,10,13,9,Water,Fairy,Water Gun,Aqua Ring,Muddy Water,Medium,Medium,Flight,Fountain,Gilled,Strength,Swimmer,,,Withdraw,Misty Surge,Telepathy,,,,,Fairy,Water,Healer,Piscian,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,3,84,Misty Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Cosmog,789,Base,cosmog,cosmog,48,3,3,3,3,4,Psychic,,Splash,,,Small,Featherweight,Amorphous,Flight,,,,,,Sturdy,,,,,,,No Moves from Any,,,,,,,,,,,Forest,Mountains,Space,,,Phototroph,Beings of Nature / Oddities,,,,,3,24,,,,Tireless Teleport,,,,,,,,
Cosmoem,790,Base,cosmoem,cosmoem,48,3,13,3,13,4,Psychic,,Bide,,,Tiny,Superweight,Flight,,,,,,,Cosmic Power,Sturdy,,,,,,No Moves from Any,,,,,,,,,,,Forest,Mountains,Space,,,Phototroph,Beings of Nature / Oddities,,,,Cosmog,3,48,,,,,,,,,,,,
Solgaleo,791,Base,solgaleo,solgaleo,84,14,11,11,9,10,Psychic,Steel,Metal Claw,Zen Headbutt,Solar Beam,Huge,Superweight,Flight,Glow,Telepath,Strength,Intelligence,,,Cosmic Power,Clear Body,,,,,,Fire,Psychic,Steel,Blades/Claws,Fangs,,,,,,,Forest,Mountains,Space,,,Phototroph,Beings of Nature / Oddities,,,,Cosmoem,3,840,Flare Blitz,,,Sunsteel Strike,,,,Guardian Multiscale,Guardian of Sunlight,,Ultra Wormhole,
Lunala,792,Base,lunala,lunala,84,11,9,14,11,10,Psychic,Ghost,Confusion,Confuse Ray,Air Slash,Huge,Superweight,Intelligence,Telepath,Strength,Glow,Flight,,,Clear Body,Cosmic Power,,,,,,Fairy,Ghost,Psychic,Blades/Claws,Winged,,,,,,,Forest,Mountains,Space,,,Phototroph,Beings of Nature / Oddities,,,,Cosmoem,3,840,Shadow Ball,Moonblast,,Moongeist Beam,,,,Guardian Multiscale,Guardian of Moonlight,,Ultra Wormhole,
Nihilego,793,Base,nihilego,nihilego,66,5,5,13,13,10,Rock,Poison,Clear Smog,Psybeam,Power Gem,Medium,Medium,Flight,,,,,,,Tickle,,,,,,,Electric,Poison,Psychic,Rock,Parasitic,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,3,66,Venom Drench,Head Smash,,,,,,Beast Boost,,,,
Buzzwole,794,Base,buzzwole,buzzwole,66,14,14,5,5,8,Bug,Fighting,PowerUp Punch,Taunt,Lunge,Large,Superweight,Flight,Strength,,,,,,Bulk Up,Harden,Focus Energy,,,,,Bug,Fighting,Martial (No Kicks),Parasitic,Winged,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,3,66,Dynamic Punch,Counter,,,,,,Beast Boost,,,,
Pheromosa,795,Base,pheromosa,pheromosa,42,14,4,14,4,15,Bug,Fighting,Silver Wind,Bounce,Triple Kick,Large,Medium,Flight,Strength,,,,,,Agility,Leer,,,,,,Bug,Fighting,Lepidopteran,Martial (No Punches),Winged,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,3,42,Bug Buzz,High Jump Kick,,,,,,Beast Boost,,,,
Xurkitree,796,Base,xurkitree,xurkitree,48,9,7,17,7,8,Electric,,Signal Beam,Thunderbolt,Hypnosis,Large,Superweight,Flight,Zapper,,,,,,Eerie Impulse,Tail Glow,,,,,,Electric,Energy Blast,Parasitic,,,,,,,,,Foreign Dimension,,,,,Ergovore,Ultrabeast,,,,,3,48,Power Whip,Zap Cannon,,,,,,Beast Boost,,,,
Celesteela,797,Base,celesteela,celesteela,60,10,10,10,10,6,Steel,Flying,Smack Down,Mega Drain,Flash Cannon,Gigantic,Superweight,Flight,,,,,,,Autotomize,Iron Defense,Metal Sound,,,,,Flying,Grass,Steel,Stampeding,,,,,,,,Foreign Dimension,,,,,Terravore,Ultrabeast,,,,,3,60,Seed Bomb,Heavy Slam,,,,,,Beast Boost,,,,
Kartana,798,Base,kartana,kartana,36,18,13,6,3,11,Grass,Steel,Sacred Sword,Leaf Blade,XScissor,Tiny,Featherweight,Flight,,,,,,,Swords Dance,,,,,,,Blades/Claws,,,,,,,,,,,Foreign Dimension,,,,,Herbivore,Ultrabeast,,,,,3,36,Air Slash,Psycho Cut,,,,,,Beast Boost,,,,
Guzzlord,799,Base,guzzlord,guzzlord,132,10,5,10,5,4,Dark,Dragon,Stomping Tantrum,Crunch,Thrash,Gigantic,Superweight,Sinker,Strength,,,,,,,,,,,,,Dark,Dragon,Poison,Glutton,Stampeding,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,3,132,Heavy Slam,Dragon Rush,,,,,,Beast Boost,,,,
Necrozma,800,Base,necrozma,necrozma,60,11,10,13,9,8,Psychic,,Rock Blast,Night Slash,Psycho Cut,Huge,Superweight,Flight,Glow,Intelligence,Invisibility,Strength,Telepath,,Autotomize,Iron Defense,,,,,,Ghost,Psychic,Rock,Steel,Blades/Claws,,,,,,,Mountains,Space,,,,Omnivore,Beings of Nature / Oddities,,,,,3,200,Power Gem,,,Prismatic Laser,,,,Trespasser Hunter,Neuroforce,Pillager of Light,Ultra Wormhole,
Necrozma,800,Base/Dawn Wings,necrozma-dawnwings,necrozma-dawnwings,60,11,11,16,13,8,Psychic,Ghost,Rock Blast,Night Slash,Psycho Cut,Huge,Superweight,Flight,Glow,Intelligence,Invisibility,Strength,Telepath,,Autotomize,Iron Defense,,,,,,Ghost,Psychic,Rock,Steel,Blades/Claws,,,,,,,Mountains,Space,,,,Omnivore,Beings of Nature / Oddities,,,,,3,200,Power Gem,,,Prismatic Laser,,,,Trespasser Hunter,Neuroforce,Pillager of Light,Ultra Wormhole,
Necrozma,800,Base/Dusk Mane,necrozma-duskmane,necrozma-duskmane,60,16,13,11,11,8,Psychic,Steel,Rock Blast,Night Slash,Psycho Cut,Huge,Superweight,Flight,Glow,Intelligence,Invisibility,Strength,Telepath,,Autotomize,Iron Defense,,,,,,Ghost,Psychic,Rock,Steel,Blades/Claws,,,,,,,Mountains,Space,,,,Omnivore,Beings of Nature / Oddities,,,,,3,200,Power Gem,,,Prismatic Laser,,,,Trespasser Hunter,Neuroforce,Pillager of Light,Ultra Wormhole,
Necrozma,800,Ultra,necrozma-ultra,necrozma-ultra,60,17,10,17,10,13,Psychic,Dragon,Rock Blast,Night Slash,Psycho Cut,Huge,Superweight,Flight,Glow,Intelligence,Invisibility,Strength,Telepath,,Autotomize,Iron Defense,,,,,,Ghost,Psychic,Rock,Steel,Blades/Claws,,,,,,,Mountains,Space,,,,Omnivore,Beings of Nature / Oddities,,,,,3,200,Power Gem,,,Prismatic Laser,Photon Geyser,,,Trespasser Hunter,Neuroforce,Pillager of Light,Ultra Wormhole,
Magearna,801,Base,magearna,magearna,48,10,12,13,12,7,Steel,Fairy,Mirror Shot,Psybeam,Aurora Beam,Large,Heavy,Telepath,,,,,,,Iron Defense,,,,,,,Fairy,Steel,Elemental Attacks,Energy Blast,,,,,,,,Mountains,Urban,Ruins,,,Ergovore,Manmade Legendary,,,,,3,96,Flash Cannon,Aura Sphere,,Fleur Cannon,,,,SoulHeart,,,,
Marshadow,802,Base,marshadow,marshadow,54,13,8,9,9,13,Fighting,Ghost,Drain Punch,Shadow Punch,Close Combat,Small,Medium,Phasing,Stealth,Strength,Flight,,,,Technician,,,,,,,Fighting,Ghost,Bruiser,Martial,,,,,,,,Forest,,,,,Psiotroph,Beings of Nature / Oddities,,,,,3,108,Sucker Punch,,,Spectral Thief,,,,,,,,
Poipole,803,Base,poipole,poipole,42,7,7,7,7,7,Poison,,Peck,Acid Spray,Poison Jab,Small,Light,Flight,,,,,,,Growl,Nasty Plot,,,,,,Dragon,Poison,Prickly,,,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,3,42,,,,,,,,Beast Boost,,,,
Naganadel,804,Base,naganadel,naganadel,42,7,7,13,7,12,Poison,Dragon,Air Cutter,Fell Stinger,Dragon Pulse,Huge,Heavy,Flight,,,,,,,Growl,Nasty Plot,,,,,,Dragon,Poison,Prickly,Winged,,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,3,42,Toxic,,,,,,,Beast Boost,,,,
Stakataka,805,Base,stakataka,stakataka,36,13,21,5,10,13,Rock,Steel,Protect,Rock Blast,Rock Slide,Huge,Superweight,Modular,Sinker,Strength,,,,,Autotomize,Iron Defense,,,,,,Steel,Rock,Magnetism,Stampeding,,,,,,,,Foreign Dimension,,,,,Terravore,Ultrabeast,,,,,3,36,Stealth Rock,Iron Head,,,,,,Beast Boost,,,,
Blacephalon,806,Base,blacephalon,blacephalon,30,13,5,15,8,10,Fire,Ghost,Ember,Astonish,Light Screen,Large,Medium,Firestarter,,,,,,,Calm Mind,,,,,,,Fire,Ghost,Psychic,Weird,,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,3,30,Shadow Ball,,,Mind Blown,,,,Beast Boost,,,,
Zeraora,807,Base,zeraora,zeraora,54,11,8,10,8,14,Electric,,Spark,Thunder Punch,Wild Charge,Medium,Medium,Tracker,Climber,Zapper,,,,,Volt Absorb,Hone Claws,,,,,,Electric,Bruiser,Blades/Claws,Fangs,,,,,,,,Forest,Mountains,Urban Abandoned,,,Ergovore,Beings of Nature / Oddities,,,,,3,108,Close Combat,,,Plasma Fists,,,,,,,,
Meltan,808,Base,meltan,meltan,30,7,7,6,4,3,Steel,,Thunder Shock,Headbutt,Thunder Wave,Small,Light,Amorphous,Zapper,,,,,,Acid Armor,Magnetic Flux,,,,,,Electric,Magnetism,,,,,,,,,,Urban Abandoned,,,,,"Pollutivore / Terravore,",Beings of Nature / Oddities,,,,,3,30,,,,,,,,,,,,
Melmetal,809,Base,melmetal,melmetal,84,14,14,8,7,3,Steel,,Flash Cannon,Superpower,,Huge,Superweight,Magnetic,Reach,Shrinkable,Strength,Zapper,,,Acid Armor,Magnetic Flux,,,,,,Electric,Steel,Magnetism,Punches,Stampeding,,,,,,,Urban Abandoned,,,,,"Pollutivore / Terravore,",Beings of Nature / Oddities,,,,Meltan,3,168,,,,Double Iron Bash,,,,Hex Nut Fist,,,,
Melmetal,809,Gigantamax,melmetal-gmax,melmetal-gmax,840,14,14,8,7,3,Steel,,Flash Cannon,Superpower,,Dynamic,Dynamic,Magnetic,Reach,Shrinkable,Strength,Zapper,,,Acid Armor,Magnetic Flux,,,,,,Electric,Steel,Magnetism,Punches,Stampeding,,,,,,,Urban Abandoned,,,,,"Pollutivore / Terravore,",Beings of Nature / Oddities,Melmetal,Gigantamax,GMax Meltdown,Meltan,3,840,,,,Double Iron Bash,,,,Hex Nut Fist,,,,
Grookey,810,Base,grookey,grookey,30,7,5,4,4,7,Grass,,Scratch,Branch Poke,Taunt,Small,Light,Climber,,,,,,,Growl,Overgrow,,,,,,Grass,Sound,,,,,,Branch Poke,Field,Grass,10 Days,Jungle,,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Thwackey,811,Base,thwackey,thwackey,42,9,7,6,6,8,Grass,,Knock Off,Slam,Uproar,Medium,Medium,Climber,,,,,,,Growl,Screech,Overgrow,,,,,Grass,Sound,Bruiser,,,,,Branch Poke,Field,Grass,10 Days,Jungle,,,,,Omnivore,Rare,,,,Grookey,2,,,,,,,,,,,,,
Rillaboom,812,Base,rillaboom,rillaboom,60,13,9,6,7,9,Grass,,Drum Beating,Boomburst,Endeavor,Large,Heavy,Climber,Strength,,,,,,Growl,Screech,Grassy Surge,Overgrow,,,,Grass,Sound,Bruiser,,,,,"Branch Poke, Drum Beating, Frenzy Plant, Wood Hammer",Field,Grass,10 Days,Jungle,,,,,Omnivore,Rare,,,GMax Drum Solo,Thwackey,3,,,,,,,,,,,,,
Rillaboom,812,Gigantamax,rillaboom-gmax,rillaboom-gmax,300,13,9,6,7,9,Grass,,Drum Beating,Boomburst,Endeavor,Dynamic,Dynamic,Climber,Strength,,,,,,Growl,Screech,Grassy Surge,Overgrow,,,,Grass,Sound,Bruiser,,,,,"Branch Poke, Drum Beating, Frenzy Plant, Wood Hammer",Field,Grass,10 Days,Jungle,,,,,Omnivore,Rare,Rillaboom,Gigantamax,GMax Drum Solo,Thwackey,3,,,,,,,,,,,,,
Raboot,813,Base,raboot,raboot,42,9,6,6,6,9,Fire,,Counter,Flame Charge,Headbutt,Small,Light,Firestarter,,,,,,,Growl,Blaze,,,,,,Fire,Munition,,,,,,,Field,Humanshape,10 Days,Grasslands,,,,,Herbivore,Rare,,,,,1,,,,,,,,,,,,,
Scorbunny,814,Base,scorbunny,scorbunny,30,7,4,4,4,7,Fire,,Quick Attack,Ember,Double Kick,Medium,Light,Firestarter,,,,,,,Growl,Blaze,,,,,,Fire,,,,,,,Bounce,Field,Humanshape,10 Days,Grasslands,,,,,Herbivore,Rare,,,,Raboot,2,,,,,,,,,,,,,
Cinderace,815,Base,cinderace,cinderace,48,12,8,7,8,12,Fire,,Double Edge,Bounce,Pyro Ball,Medium,Medium,Firestarter,,,,,,,Agility,Growl,Blaze,Libero,,,,Fire,Munition,,,,,,"Bounce, Blast Burn, Pyro Ball",Field,Humanshape,10 Days,Grasslands,,,,,Herbivore,Rare,,,GMax Fireball,Scorbunny,3,,,,,,,,,,,,,
Cinderace,815,Gigantamax,cinderace-gmax,cinderace-gmax,240,12,8,7,8,12,Fire,,Double Edge,Bounce,Pyro Ball,Dynamic,Dynamic,Firestarter,,,,,,,Agility,Growl,Blaze,Libero,,,,Fire,Munition,,,,,,"Bounce, Blast Burn, Pyro Ball",Field,Humanshape,10 Days,Grasslands,,,,,Herbivore,Rare,Cinderace,Gigantamax,GMax Fireball,Scorbunny,3,,,,,,,,,,,,,
Sobble,816,Base,sobble,sobble,30,4,4,7,4,7,Water,,Pound,Water Gun,Bind,Small,Light,Fountain,Swimmer,Invisibility,,,,,Growl,Torrent,,,,,,Ice,Water,Tricky,,,,,Bind,Water1,Field,10 Days,Ponds,,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Drizzile,817,Base,drizzile,drizzile,42,6,6,10,6,9,Water,,Sucker Punch,Water Pulse,Rain Dance,Medium,Medium,Fountain,Swimmer,Climber,Intelligence,Invisibility,,,Growl,Tearful Look,Torrent,,,,,Ice,Water,Tricky,,,,,,Water1,Field,10 Days,Ponds,,,,,Omnivore,Rare,,,,Sobble,2,,,,,,,,,,,,,
Inteleon,818,Base,inteleon,inteleon,42,9,7,13,7,12,Water,,Snipe Shot,Liquidation,Soak,Medium,Medium,Fountain,Swimmer,Climber,Intelligence,Stealth,Invisibility,,Growl,Tearful Look,Sniper,Torrent,,,,Ice,Water,Tricky,,,,,"Hydro Cannon, Snipe Shot",Water1,Field,10 Days,Ponds,,,,,Omnivore,Rare,,,GMax Hydrosnipe,Drizzile,3,,,,,,,,,,,,,
Inteleon,818,Gigantamax,inteleon-gmax,inteleon-gmax,210,9,7,13,7,12,Water,,Snipe Shot,Liquidation,Soak,Dynamic,Dynamic,Fountain,Swimmer,Climber,Intelligence,Stealth,,,Growl,Tearful Look,Sniper,Torrent,,,,Ice,Water,Tricky,,,,,"Hydro Cannon, Snipe Shot",Water1,Field,10 Days,Ponds,,,,,Omnivore,Rare,Inteleon,Gigantamax,GMax Hydrosnipe,Drizzile,3,,,,,,,,,,,,,
